,Twitter Query: lang:es -filter:retweets -filter:replies @GobIzcalli,,,,,,,,,,,,,,,,,,,
25/04/2022 14:11,@pizcalli,Periódico de Izcalli,⚠🚔 Prepara @GobIzcalli compra de 100 patrullas en #Izcalli Información completa 👇,1518669127371702279,https://periodicodeizcalli.com/prepara-gobierno-municipal-compra-de-100-patrullas/,https://pbs.twimg.com/media/FRNlX-sWQAAR8jY.jpg,,0,0,Twitter Web App,12284,297,43,,12/21/2009,Cuautitlán Izcalli,"Nos posicionamos como un periódico confiable y efectivo entre nuestros lectores, manteniéndonos como el medio informativo líder de opinión en #CuautitlánIzcalli",http://www.periodicodeizcalli.com.mx,,View
25/04/2022 13:56,@P_Civil_Magazin,Protección Civil Magazín,"Acercan a niñas y niños a trabajo de bomberos, en Cuautitlán, Izcalli, Estado de México, con los programas “Bombero por un día” y “Un día con tu policía"".  @DDMexico #díadelniño @GobIzcalli",1518665368952348675,https://bit.ly/3KfeLcj,https://pbs.twimg.com/media/FRNhfimWQAA7I_F.jpg,,0,0,Twitter Web App,323,295,6,,5/15/2018,Ciudad de México,Espacio de comunicación y difusión sobre temas relacionados con la protección civil,,,View
25/04/2022 13:11,@12Parrafo,Párrafo 12/24,"🔴#ATENCION | La Coordinación de Protección Civil y Bomberos de @GobIzcalli realizó labores de recuperación de un vehículo marca Seat, modelo Córdoba color rojo, el cual se encontraba en el Río Cuautitlán a la altura de la colonia San Antonio.",1518653993001619462,https://m.facebook.com/story.php?story_fbid=374313058040869&id=100063865320724,https://pbs.twimg.com/media/FRNXEpHXIAIoXcO.jpg,,0,1,Twitter Web App,247,157,3,,10/1/2017,,,,,View
25/04/2022 13:00,@sferaPolitica,Sfera Política,👮🚓ACERCAN PROGRAMAS DE PROTECCIÓN CIVIL Y SEGURIDAD A LA POBLACIÓN INFANTIL @GobIzcalli,1518651054966992896,https://tinyurl.com/44v9dd58,,,0,0,TweetDeck,7153,1661,86,,11/5/2010,México,"La mejor información, rápida, veraz y confiable de lo que sucede en Acción Nacional http://facebook.com/SferaPolitica",http://www.sferapolitica.com,,View
24/04/2022 17:13,@ContinuamosMX,Continuamos Mx,ACERCAN PROGRAMAS DE PROTECCIÓN CIVIL Y SEGURIDAD A LA POBLACIÓN INFANTIL DE IZCALLI  #Izcalli #ProtecciónCivil #CuautitlanIzcalli @KarlaFiesco @GobIzcalli,1518352337559068675,https://continuamos.mx/?p=35995,,,0,0,Twitter for iPhone,10723,8958,78,,12/27/2010,México,Diario digital; Periodismo libre/plural #Edomex #CDMX c/ Ediciones impresas; en Facebook ContinuamosMx Edición Digital en http://issuu.com/ContinuamosMx,http://www.continuamos.mx,,View
24/04/2022 16:06,@VisionUrbanaMX,Visión Urbana,"Cuautitlán #Izcalli Niñas y niños izcallenses aprendieron y se divirtieron con las actividades del programa ""Bombero por Un Día"" 👇 @GobIzcalli @KarlaFiesco",1518335526331367425,,pic.twitter.com/h1Grx3kyPe,,0,0,TweetDeck,5794,5866,41,,5/28/2010,Valle de México,Información y Noticias del Valle de México. Síguenos en Facebook https://www.facebook.com/VisionUrbanaMX,http://www.vision-urbana.com.mx,,View
24/04/2022 07:36,@aguilarkarina,Karina Aguilar,"Atención!! @GobIzcalli esto es el pan de cada día y ni qué decir de los autos con placas foráneas, basta darse una vuelta por la autopista. RT @diario24horas: Un grupo de policías municipales fue captado intentando extorsionar a un camionero; detuvieron al conductor del tráiler alegando que el vehículo tenía reporte de robo.",1518207361990729733,"https://twitter.com/diario24horas/status/1517855655754969088
https://www.24-horas.mx/2022/04/23/policias-tratan-de-extorsionar-a-camionero-en-cuautitlan-izcalli/",,,1,0,Twitter for Android,1160,1022,10,,7/2/2010,,Ejerzo el periodismo con pasión total. Los comentarios en esta red social son a título personal.,,,View
23/04/2022 22:01,@Haparq2,Haparq2,"#Izcalli en el lugar 40 de los municipios con mayor población que usa silla de ruedas. En la mayoría de los calles, las aceras están invadidas, son intransitables o inexistentes. Y el número de usuarios en aumento. Que hacer @KarlaFiesco @GobIzcalli? 👵🏻👨🏽‍🦳♿️ #MovilidadAccesible RT @AlcaldesMexico: ➡ En este ranking te presentamos los municipios con mayor población con movilidad limitada. Accede al ranking completo en la #RevistaAlcaldesMx",1518062463903838208,"https://twitter.com/alcaldesmexico/status/1518005546908930048
http://bit.ly/3tXOURg",https://pbs.twimg.com/media/FQ_nhp2X0AEwSma.jpg,,1,1,Twitter for iPhone,816,1068,3,,3/17/2014,Cuautitlán Izcalli Edo. de Méx,Asociación Civil de Residentes de Hacienda del Parque 2a Sección. Trabajamos para convertir nuestro fraccionamiento en Un Lugar Mejor para Vivir.,http://www.haparq2.org,,View
23/04/2022 17:07,@NDP_Noticias,NDP Noticias,"En el marco de los festejos por el Día del Niño, el @GobIzcalli que encabeza @KarlaFiesco, llevó a cabo los programas “Bombero por un día” y “Un día con tu policía”, para impulsar la cultura de Protección Civil y en la población infantil del municipio.",1517988652764344332,https://www.ndpnoticias.com/?p=2668,,,0,0,Twitter for iPhone,1628,1862,4,,3/28/2017,"Atizapán de Zaragoza, México",,https://ndpnoticias.com,,View
23/04/2022 16:38,@EltrinarNoticia,El Trinar Noticias,"La alcaldesa Karla Fiesco García agradeció la presencia de niñas y niños, a quienes aseguró que su gobierno trabaja para cuidar y proteger a los más pequeños..  @RicardoNAyala1 #CuautitlánIzcalli @GobIzcalli @KarlaFiesco #CuautitlánIzcalli",1517981206381428738,https://youtu.be/sZgFFRh-VQE,,,0,0,Twitter Web App,245,1065,3,,4/21/2017,,Sitio web de noticias y medios de comunicación,http://www.eltrinar.com.mx,,View
23/04/2022 15:45,@Factorcambio1,Diario Factor de Cambio,ACERCAN PROGRAMAS DE PROTECCIÓN CIVIL Y SEGURIDAD A LA POBLACIÓN INFANTIL #cuautitlanizcalli @SPublicaIzcalli @FESC_UNAM @GobIzcalli @KarlaFiesco @DIFIzcalli2022 @CuautitlanMX,1517967938514468872,https://factordecambio.net/acercan-programas-de-proteccion-civil-y-seguridad-a-la-poblacion-infantil/,,,0,1,Twitter Web App,373,741,1,,7/17/2019,Estado de México,Noticias del #Edomex y de #México La información correcta en el momento preciso. #Soyfactordecambio,https://factordecambio.net,,View
23/04/2022 14:00,@sferaPolitica,Sfera Política,📃👩 NUEVOS NOMBRAMIENTOS EN LA ADMINISTRACIÓN MUNICIPAL @GobIzcalli,1517941381888724992,https://tinyurl.com/2p9dwcjz,,,0,0,TweetDeck,7153,1661,86,,11/5/2010,México,"La mejor información, rápida, veraz y confiable de lo que sucede en Acción Nacional http://facebook.com/SferaPolitica",http://www.sferapolitica.com,,View
23/04/2022 13:31,@AntonioCataro59,Antonio Estudillo.,Y las #constructoras junto con @Edomex @EdoMexAzul @alfredodelmazo @PRI_EDOMEX @Morena_edomex @GobIzcalli @SEMOV_Edomex Ahí la llevamos. RT @Steve_Cutts: Happy Earth Day! 🌍🌱,1517934103642865664,https://twitter.com/Steve_Cutts/status/1517578470221660160,https://pbs.twimg.com/media/FQ-FkhFWUAAMMws.jpg,,0,0,Twitter for Android,640,583,14,,6/28/2012,www.elpoderdelapalabra.com.mx,"Profesor de economía y practicante de aikido. Gusto por la literatura, jazz, rock progesivo. Y triatleta, ya qué.🏊🚴🏃",http://todo-esta-en-todo.webnode.mx,,View
23/04/2022 11:48,@Ignacio76308439,aeliusz22,"Con las autoridades ausentes, de fin de semana en algún destino turístico, los malos polis tienen fiesta; ""al cabo que ya son gobierno y a gusto"" @KarlaFiesco @GobIzcalli @SPublicaIzcalli RT @izcaheroes: Así la policía de @SPublicaIzcalli",1517908300989313024,"https://twitter.com/izcaheroes/status/1517307490358022144
https://twitter.com/leonor_zapien/status/1517306984743292928",,,1,1,Twitter for Android,14,230,2,,5/9/2020,,,,,View
23/04/2022 10:35,@EnfasisComunica,Énfasis Comunica,"UN DÍA CON TU POLICÍA EN IZCALLI 🚔 Aún estás a tiempo para acudir a vivir la experiencia de un día con tu policía🚔 en Av. San Juan Bautista, Lomas de #Cuautitlán. @GobIzcalli",1517889844759904262,,https://pbs.twimg.com/media/FRCgupLXEAISNY3.jpg,,0,0,Twitter for Android,3055,1990,37,,11/1/2010,Cuautitlán Izcalli,"Medio de comunicación, prensa, radio http://enfasiscomunicaciones.com",http://enfasiscomunicaciones.com,,View
23/04/2022 08:22,@Jedimx76,Jedimx,"Ayer me sentí discriminado en el @StarbucksMex de @GobIzcalli porque a las señoritas antes que su servidor, si les dieron su vaso y me dieron puro ajolote. Espero que no haya sido por ser negrito y chaparrito. Y no se vale decir que justo con ellas de acabaron.",1517856383244328960,,https://pbs.twimg.com/media/FRCCVZKXMAEYuUi.jpg,,0,0,Twitter for Android,164,138,7,,5/5/2011,19°25′58″N 99°08′00″W,El décimo hombre. Veritas odium parit,,,View
23/04/2022 02:16,@Ignacio76308439,aeliusz22,"Crea fama y échate a dormir; Autoridad municipal ausente ya llevan más de 100 días de gobierno, @GobIzcalli, @KarlaFiesco,",1517764416954986496,https://www.elsoldetoluca.com.mx/policiaca/cuautitlan-izcalli-el-municipio-mas-inseguro-del-edomex-inegi-8174171.html,,,1,0,Twitter for Android,14,230,2,,5/9/2020,,,,,View
22/04/2022 21:55,@Res_Boulevares,Res. Boulevares.,Es cuando entiendes porque en la más reciente encuesta de percepción de inseguridad @GobIzcalli figura entre los más inseguros del @edomex y si le sumas que sus elementos ejecutan a la gente que detienen como a este Octavio Ocaña… Miedo que te detengan esos tipos! RT @FernandoCruzFr7: ‼️POLICÍAS MUNICIPALES INTENTABAN EXTORSIONAR A CAMIONERO EN CUAUTITLÁN IZCALLI‼️ el operador del trailer no se dejó amedrentar cuando fue detenido sobre la México-Querétaro.,1517698765653741568,https://twitter.com/fernandocruzfr7/status/1517600506755137536,pic.twitter.com/PCizMFHh52,,1,1,Twitter for iPhone,4217,678,27,,3/10/2013,"Naucalpan, Estado de México. ","Fraccionamiento Residencial Boulevares. Información relevante sobre el Residencial, Municipio y algo más.",,,View
22/04/2022 19:38,@MonseAburto,Monserrat Aburto®,"Así no más, un hombre se instala en la Carr Méx- Cuautitlán a parar imprudentemente el tránsito para que la gente cruce; cuando el puente peatonal está a 100 ms. A cambio: unas monedas. ¿Quién pone orden a esto?@GobIzcalli @SPublicaIzcalli @CIzcalli_EdoMex @KarlaFiesco",1517664273962455040,,https://pbs.twimg.com/media/FQ_TnQfVgAACgYC.jpg,,0,0,Twitter for Android,220,220,1,,10/14/2010,"Cuautitlán Izcalli, México","Soy lo que fui, soy lo que soy y lo que pronto seré. Soy lo que los demás creen que soy. Soy lo que debo explicar en tres renglones de mi.",,,View
22/04/2022 16:40,@EnfasisComunica,Énfasis Comunica,"La segunda síndica de Cuautitlán #Izcalli, Ivonne Blanco Calderón, enfatizó que se debe informar puntualmente a la ciudadanía los motivos por los cuales el @GobIzcalli… Checa la nota completa 👇🏻",1517619479567605760,https://bit.ly/3K9KZpr,,,0,0,Twitter for iPhone,3055,1990,37,,11/1/2010,Cuautitlán Izcalli,"Medio de comunicación, prensa, radio http://enfasiscomunicaciones.com",http://enfasiscomunicaciones.com,,View
22/04/2022 16:39,@zeruch124,Señor Don Licenciado Aguilar,"Acabo de ver un carro brandeado con todos los logos de @GobIzcalli en Polanco No quiero creer que vienen de paseo, seguramente están en una misión en extremo importante para nuestro municipio no?",1517619115523022848,,,,0,0,Twitter for Android,813,456,16,,11/13/2009,méxico,"Diseñador, hago fantasy cuando hay tiempo e inspiración. información de libretas personalizadas aquí, buen precio 😌 #miasanmia ⭐⭐⭐⭐⭐",http://zeruchdesign.com,,View
22/04/2022 15:55,@ContinuamosMX,Continuamos Mx,REALIZAN CAMBIOS EN LA ADMINISTRACIÓN MUNICIPAL DE CUAUTITLÁN IZCALLI  #Izcalli #CuautitlánIzcalli @KarlaFiesco @GobIzcalli,1517607944854065155,https://continuamos.mx/?p=35951,,,0,0,Twitter for iPhone,10722,8957,78,,12/27/2010,México,Diario digital; Periodismo libre/plural #Edomex #CDMX c/ Ediciones impresas; en Facebook ContinuamosMx Edición Digital en http://issuu.com/ContinuamosMx,http://www.continuamos.mx,,View
22/04/2022 14:40,@Rubio1089,Alejandro♠,"Drenaje desbordándose en fraccionamiento parque San Mateo municipio de cuautitlán Izcalli , expidiendo olor insoportable y que afecta a decenas de niños que habitan cerca , ninguna autoridad quiere apoyar @alfredodelmazo @GobIzcalli @889Noticias @multimediostv",1517589252103716865,,https://pbs.twimg.com/media/FQ-PYCDXoAA9gRI.jpg,,0,0,Twitter for Android,26,131,0,,9/26/2012,,Lo único imposible es aquello que no intentas,,,View
22/04/2022 14:37,@AlexRub05853689,Alex Rubio,"Drenaje desbordándose en fraccionamiento parque San Mateo municipio de cuautitlán Izcalli , expidiendo olor insoportable y que afecta a decenas de niños que habitan cerca , ninguna autoridad quiere apoyar @alfredodelmazo @GobIzcalli @889Noticias @multimediostv",1517588445765451780,,https://pbs.twimg.com/media/FQ-OpBEXoAQgg7O.jpg,,0,0,Twitter for Android,0,12,0,,11/19/2021,,,,,View
22/04/2022 12:30,@Ej_SanIsidro,Ejidal San Isidro,Favor de revisar y atender @GobIzcalli @KarlaFiesco @SPublicaIzcalli @CMPCyBIzcalli RT @pahox13: @izcaheroes @RicardoNAyala1 @KarlaFiesco Tampoco podan árboles y hay riesgos a casas y vehículos. Solicitamos a proteccion civil acudir a Bolognia 15 aquí en izcalli y hacen caso omiso..Ojalá puedan retwittear. El gobierno anterior al menos atendía las solicitudes. Quien pagará los daños?,1517556337491668993,https://twitter.com/pahox13/status/1517525970307194880,,,0,1,Twitter Web App,554,746,4,,5/2/2019,"Cuautitlán Izcalli, México",#PresaElÁngulo #PlanDeGuadalupe2 #EjidalSanIsidro #VillasDelSol #LosPajaros #AmpliaciónEjidalSanIsidro #Antares #Gaviotas #Mariposas #Huertas #izcalli,,,View
22/04/2022 11:08,@ArturoOscoy,Arturo Contreras,Invita @GobIzcalli a niñas y niños de #Izcalli a ser bomberos por un día 👇🏽,1517535884685430784,https://el-corresponsal.com/invitan-a-ninas-y-ninos-de-izcalli-a-ser-bomberos-por-un-dia/,,,0,0,Twitter for Android,196,774,2,,7/30/2012,Edomex,Trabajando en lo que más me gusta.,http://www.el-corresponsal.com,,View
22/04/2022 09:39,@ObservatorioM19,Observatorio Metropolitano,"#MaltratoAnimal #izcalli #Edomex Por nuestro inbox, nos llegó la denuncia por maltrato animal, esto es calle Libra #4 colonia #ValledelaHacienda, @GobIzcalli @SPublicaIzcalli @KarlaFiesco @SS_Edomex @propaem_sma @MundoPatitas",1517513538411151360,,pic.twitter.com/fzgqCtkp6a,,8,4,Twitter for Android,329,930,5,,6/20/2020,"Cuautitlán Izcalli, México",Periodismo crítico en el Valle de México,,,View
22/04/2022 09:00,@sferaPolitica,Sfera Política,🤝💼 ACERCAN EL PROGRAMA “POSiBLE” A LAS Y LOS EMPRENDEDORES IZCALLENSES @GobIzcalli,1517503494160224256,https://tinyurl.com/2arwh9fa,,,0,0,TweetDeck,7154,1661,86,,11/5/2010,México,"La mejor información, rápida, veraz y confiable de lo que sucede en Acción Nacional http://facebook.com/SferaPolitica",http://www.sferapolitica.com,,View
22/04/2022 08:35,@ObservatorioM19,Observatorio Metropolitano,Preocupa alta percepción en #inseguridad en municipios de @TolucaGob @Ecatepec y @GobIzcalli @LauraGlezEDOMEX @ConsejoCCEM @RaymundoMC @FerVilchisMx @KarlaFiesco @SS_Edomex @FiscalEdomex @FiscaliaEdomex,1517497374079336451,http://bit.ly/36EuWSW,,,0,0,Twitter for Android,330,930,5,,6/20/2020,"Cuautitlán Izcalli, México",Periodismo crítico en el Valle de México,,,View
21/04/2022 23:02,@iWheelLoveU,iWheelLoveU,Acudimos al @INEMexico a renovar la credencial de Tania y así fue como nos trataron. Las calles aledañas son un completo caos. Ojalá @GobIzcalli y @KarlaFiesco instruyan a @SPublicaIzcalli a hacer vialidad en la zona. Completamente inaccesibles para #pcd,1517353164516868157,,pic.twitter.com/1ZcaTW0R0V,,1,1,Twitter for iPhone,4,6,0,,4/20/2022,,"Somos Alex y Tania, una pareja de locos creativos que avanzan acompañados de una silla de ruedas para ilustrar y visibilizar la discapacidad.",,,View
21/04/2022 21:28,@tvmextv,TvMex,#TvMexNoticias Nuevos nombramientos en la administración municipal de Cuautitlán Izcalli @KarlaFiesco @GobIzcalli,1517329494075400192,,pic.twitter.com/zbkDLlXaWF,,7,7,Twitter for iPhone,1379,1979,10,,11/26/2013,México,"Canal Digital que produce contenido informativo, de orientación y entretenimiento. #LaTvDeHoy",http://www.tvmex.tv,,View
21/04/2022 18:55,@12Parrafo,Párrafo 12/24,"Los miembros del cuerpo edilicio de @GobIzcalli , encabezado por la presidenta municipal @KarlaFiesco , aprobaron nuevos nombramientos en distintas áreas de la administración pública de #CuautitlánIzcalli .",1517290854163046401,https://m.facebook.com/story.php?story_fbid=371789791626529&id=100063865320724,https://pbs.twimg.com/media/FQ5-YyLWYAQTfF1.jpg,,0,0,Twitter Web App,247,157,3,,10/1/2017,,,,,View
21/04/2022 17:59,@ArturoOscoy,Arturo Contreras,Rinden protesta nuevos directores en gobierno de #Izcalli El cabildo del @GobIzcalli les tomó protesta 👇🏽,1517276890511282176,https://el-corresponsal.com/rinden-protesta-nuevos-directores-en-gobierno-de-izcalli/,,,0,0,Twitter for Android,196,774,2,,7/30/2012,Edomex,Trabajando en lo que más me gusta.,http://www.el-corresponsal.com,,View
21/04/2022 16:18,@NDP_Noticias,NDP Noticias,"Durante la octava sesión de Cabildo con carácter de ordinaria, los integrantes del @GobIzcalli, encabezado por la presidenta, @KarlaFiesco, aprobaron nuevos nombramientos en distintas áreas de la Administración Municipal.",1517251503249137666,https://www.ndpnoticias.com/?p=2618,,,0,0,Twitter for iPhone,1627,1862,4,,3/28/2017,"Atizapán de Zaragoza, México",,https://ndpnoticias.com,,View
21/04/2022 15:01,@revista_pendulo,péndulo_revista,La alcaldesa Karla Fiesco toma protesta de ley a cuatro titulares en distintas áreas de la Administración Municipal  @GobIzcalli,1517232043532292096,https://www.pendulonline.com/la-alcaldesa-karla-fiesco-toma-protesta-de-ley-a-cuatro-titulares-en-distintas-areas-de-la-administracion-municipal/,,,0,0,Twitter for Android,1485,739,7,,2/23/2010,México,Cuenta Oficial de la Revista Péndulo.,http://www.pendulonline.com,,View
21/04/2022 14:52,@EnfasisComunica,Énfasis Comunica,"Los integrantes del @GobIzcalli aprobaron nuevos nombramientos en distintas áreas de la Administración Municipal. Leticia Santanatitular de la Contraloría Municipal, Yazmín Miranda Bustamante titular de la Dirección de Desarrollo Urbano, entre otros",1517229693593956357,https://bit.ly/3jWyZNv,https://pbs.twimg.com/media/FQ5IWeEWUAUJCDu.jpg,,0,0,Twitter Web App,3056,1990,37,,11/1/2010,Cuautitlán Izcalli,"Medio de comunicación, prensa, radio http://enfasiscomunicaciones.com",http://enfasiscomunicaciones.com,,View
21/04/2022 14:51,@ContinuamosMX,Continuamos Mx,ACERCAN EL PROGRAMA POSiBLE A LAS Y LOS EMPRENDEDORES IZCALLENSES  @KarlaFiesco @GobIzcalli,1517229636735979521,https://continuamos.mx/?p=35924,,,0,0,Twitter for iPhone,10724,8958,78,,12/27/2010,México,Diario digital; Periodismo libre/plural #Edomex #CDMX c/ Ediciones impresas; en Facebook ContinuamosMx Edición Digital en http://issuu.com/ContinuamosMx,http://www.continuamos.mx,,View
21/04/2022 14:39,@MAPIMO2,MAPIMO2,"Por eso estamos en el HONROSO 4TO LUGAR DE INSEGURIDAD. OJO SEÑORES @KarlaFiesco @GobIzcalli @SPublicaIzcalli Sus elementos , buscando acompletar la quincena. CHULADA DE HDSRPM Y LUEGO DICEN QUE NO .",1517226580468285440,https://youtu.be/xcUyUAFGWLI,,,0,0,Twitter for Android,2312,2315,39,,12/28/2014,,,,,View
21/04/2022 14:00,@sferaPolitica,Sfera Política,🤝💼 ACERCAN EL PROGRAMA “POSiBLE” A LAS Y LOS EMPRENDEDORES IZCALLENSES @GobIzcalli,1517216600163643393,https://tinyurl.com/2arwh9fa,,,0,0,TweetDeck,7154,1661,86,,11/5/2010,México,"La mejor información, rápida, veraz y confiable de lo que sucede en Acción Nacional http://facebook.com/SferaPolitica",http://www.sferapolitica.com,,View
21/04/2022 13:36,@EnfasisComunica,Énfasis Comunica,"El @GobIzcalli,a través de la Dirección de Desarrollo Económico y en coordinación con el Instituto Mexiquense del Emprendedor, acercaron a mujeres y hombres emprendedores de la demarcación el programa “POSiBLE” de la Fundación Televisa.",1517210774887968770,https://bit.ly/3jXXhqe,https://pbs.twimg.com/media/FQ42ICSWQAItn1Q.jpg,,0,0,Twitter Web App,3056,1990,37,,11/1/2010,Cuautitlán Izcalli,"Medio de comunicación, prensa, radio http://enfasiscomunicaciones.com",http://enfasiscomunicaciones.com,,View
21/04/2022 13:30,@EnfasisComunica,Énfasis Comunica,El @GobIzcalli a través del Sistema Municipal DIF llevó a cabo el arranque de los trabajos de remodelación y rehabilitación en el Centro de Asistencia Social (CAS) “Padre Chinchachoma”.,1517209242868101120,https://bit.ly/387S1h8,https://pbs.twimg.com/media/FQ41vynXMAAOSWP.jpg,,0,0,Twitter Web App,3056,1990,37,,11/1/2010,Cuautitlán Izcalli,"Medio de comunicación, prensa, radio http://enfasiscomunicaciones.com",http://enfasiscomunicaciones.com,,View
21/04/2022 12:20,@EnfasisComunica,Énfasis Comunica,#Vacúnate | ¿ERES REZAGADO Y VIVES EN CUAUTITLÁN #IZCALLI? El @GobIzcalli pone a tu disposición distintas sedes para que puedas acudir a vacunarte. 🕗El horario será de 8:00 AM a 2:00 pm Sedes y fechas en la siguiente imagen👇,1517191535741349888,,https://pbs.twimg.com/media/FQ4lqPoXoAANOo4.jpg,,0,0,Twitter for iPhone,3056,1990,37,,11/1/2010,Cuautitlán Izcalli,"Medio de comunicación, prensa, radio http://enfasiscomunicaciones.com",http://enfasiscomunicaciones.com,,View
21/04/2022 12:10,@EltrinarNoticia,El Trinar Noticias,"El Municipio de Cuautitlán Izcalli será sede de la Magna Jornada Nacional de Vacunación contra COVID-19, la cual se llevará a cabo del jueves..  @EltrinarNoticia @GobIzcalli #CuautitlánIzcalli",1517188990285189121,http://www.eltrinar.com.mx/gobierno-de-cuautitlan-izcalli-anuncia-vacunacion-masiva-contra-covid-19/,https://pbs.twimg.com/media/FQ4ibjQVEAAtz1w.jpg,,0,0,Twitter Web App,245,1064,3,,4/21/2017,,Sitio web de noticias y medios de comunicación,http://www.eltrinar.com.mx,,View
21/04/2022 12:05,@VisionUrbanaMX,Visión Urbana,Cuautitlán #Izcalli Impulsan a emprendedores de Izcalli mediante programa ‘POSiBLE’  @GobIzcalli @KarlaFiesco,1517187658161655814,https://vision-urbana.com.mx/impulsan-a-emprendedores-de-izcalli-mediante-programa-posible/,,,0,0,TweetDeck,5793,5867,40,,5/28/2010,Valle de México,Información y Noticias del Valle de México. Síguenos en Facebook https://www.facebook.com/VisionUrbanaMX,http://www.vision-urbana.com.mx,,View
21/04/2022 11:18,@EnfasisComunica,Énfasis Comunica,Inicia la octava sesión pública de #Cabildo con carácter de ordinaria en el @GobIzcalli encabezada por la presidenta municipal @KarlaFiesco Sigue la transmisión en vivo 👇🏻,1517175979311050752,https://fb.watch/cxfhSdEPIm/,https://pbs.twimg.com/media/FQ4XgRLWYAUAOn9.jpg,,0,0,Twitter for iPhone,3056,1990,37,,11/1/2010,Cuautitlán Izcalli,"Medio de comunicación, prensa, radio http://enfasiscomunicaciones.com",http://enfasiscomunicaciones.com,,View
21/04/2022 11:15,@VisionUrbanaMX,Visión Urbana,Cuautitlán #Izcalli #EnVivo inicia Sesión de Cabildo encabezada por @KarlaFiesco donde se darán a conocer los cambios al interior del Gobierno Municipal de Cuautitlán Izcalli @GobIzcalli,1517175224969699328,https://fb.watch/cxf30Y9o19/,,,0,0,Twitter for iPhone,5793,5867,40,,5/28/2010,Valle de México,Información y Noticias del Valle de México. Síguenos en Facebook https://www.facebook.com/VisionUrbanaMX,http://www.vision-urbana.com.mx,,View
21/04/2022 11:12,@ContinuamosMX,Continuamos Mx,ARRANCAN TRABAJOS DE REMODELACIÓN EN EL CENTRO DE ASISTENCIA SOCIAL PADRE CHINCHACHOMA  #CuautitlanIzcalli @KarlaFiesco @GobIzcalli,1517174512659296256,https://continuamos.mx/?p=35911,,,0,0,Twitter Web App,10724,8958,78,,12/27/2010,México,Diario digital; Periodismo libre/plural #Edomex #CDMX c/ Ediciones impresas; en Facebook ContinuamosMx Edición Digital en http://issuu.com/ContinuamosMx,http://www.continuamos.mx,,View
21/04/2022 10:18,@ArturoOscoy,Arturo Contreras,Remodelarán Centro de Asistencia Social del DIF #Izcalli @GobIzcalli,1517160845003792386,https://el-corresponsal.com/remodelaran-centro-de-asistencia-social-del-dif-izcalli/,,,0,0,Twitter for Android,196,774,2,,7/30/2012,Edomex,Trabajando en lo que más me gusta.,http://www.el-corresponsal.com,,View
21/04/2022 10:04,@postemporaneo,Postemporáneo*,Si buscas opciones culturales en el Centro Regional de Cultura de @GobIzcalli del @CulturaEdomex encontrarás: Tarjetas rosas. 😮‍💨 @edomex,1517157410455973888,,https://pbs.twimg.com/media/FQ4GnQwXsAAHCoU.jpg,,0,0,Twitter for Android,1361,1314,13,,6/25/2009,.,Melancolías mínimas.,https://lamposdeverdor.wordpress.com/,,View
20/04/2022 22:42,@Uriel_Clipper,Uriel López.,"Imaginen tener que caminar por aquí a las 10 de la noche para llegar a su casa, imaginen hacerlo siendo mujer. Este lugar el final de la Av. Huehuetoca en Cuautitlán Izcalli, justo en Cofradía 1 la vía pública se convirtio en encierro de Trailer. @KarlaFiesco @GobIzcalli",1516985727787151360,,https://pbs.twimg.com/media/FQ1qeQtX0AI02Xk.jpg,,0,0,Twitter for Android,40,370,0,,5/28/2018,,ICAT CDMX #PerfumeAdicto,,,View
20/04/2022 21:25,@MAPIMO2,MAPIMO2,"CCP @SPublicaIzcalli @GobIzcalli @izcaheroes Resulta que no hay elementos de seguridad pública municipal en La Quebrada, pero agarran un trailer y misteriosamente de la unidad 24771 , se baja el copiloto con su chamarra de tránsito Municipal, de a como sería la MORDIDA .",1516966236877381632,,https://pbs.twimg.com/media/FQ1YwKWVUAAHBYW.jpg,,3,4,Twitter for Android,2311,2312,39,,12/28/2014,,,,,View
20/04/2022 20:57,@12Parrafo,Párrafo 12/24,"🔴#QueNoSeTePase | @GobIzcalli será sede de la Magna Jornada Nacional de Vacunación contra #COVID19 , la cual se llevará a cabo del jueves 21 al miércoles 27 de abril y se aplicará el biológico AstraZeneca.",1516959388413661184,https://m.facebook.com/story.php?story_fbid=371207848351390&id=100063865320724,https://pbs.twimg.com/media/FQ1RqgaWUAIuEyL.jpg,,0,0,Twitter Web App,247,157,3,,10/1/2017,,,,,View
20/04/2022 20:19,@Haparq2,Haparq2,Así como el @GobIzcalli de #Izcalli implementa “operativos de revisión de autos” también exigimos que se publique y opere las 24 horas un teléfono para hacer denuncias express cuando se den abusos por parte de los elementos de la @SPublicaIzcalli. Ojo @KarlaFiesco RT @GobIzcalli: Implementamos de manera constante y permanente operativos e inspecciones vehiculares con la finalidad de velar por tu integridad. Vamos por el #IzcalliSeguro que todas y todos necesitamos.,1516949801123729409,https://twitter.com/gobizcalli/status/1516808136052678658,https://pbs.twimg.com/media/FQzI9YCWYAgzksT.jpg,,0,0,Twitter for iPhone,813,1062,3,,3/17/2014,Cuautitlán Izcalli Edo. de Méx,Asociación Civil de Residentes de Hacienda del Parque 2a Sección. Trabajamos para convertir nuestro fraccionamiento en Un Lugar Mejor para Vivir.,http://www.haparq2.org,,View
