Username;Location;Bio;User Since;Followers;user_friends;Favorites;Verified;Date;Tweet Text;Source;is_retweet;Column1
Ejidal San Isidro;Cuautitlán Izcalli, México;#PresaElÁngulo #PlanDeGuadalupe2 #EjidalSanIsidro #VillasDelSol #LosPajaros #AmpliaciónEjidalSanIsidro #Antares #Gaviotas #Mariposas #Huertas #izcalli;2/5/2019;561;758;4;FALSE;2/5/2019;#ServicioALaComunidad Se solicita de su apoyo para localizar a BETSABE ABIGAIL MAR RODRIGUEZ, se le vio por última vez en calles de La Piedad, Cuautitlán #Izcalli Cualquier información comunicarse a los números de emergencias o al 800 509 09 27. #Edomex #ProtocoloAlba;Twitter Web App;TRUE;
Seguridad Pública y Tránsito M. Cuautitlán Izcalli;;Seguridad Pública y Tránsito Municipal Cuautitlán Izcalli;13/1/2022;341;55;0;FALSE;13/1/2022;¡Aviso Urgente! Solicitamos su ayuda para localizar a Betsabe Abigail Mar Rodríguez de 18 años de edad quien fue vista por última vez en 28 de abril de 2022 en la Colonia la Piedad, Cuautitlán Izcalli.;Twitter for iPhone;FALSE;
Radiomex;México;Estación de Radio Digital, que transmite los 365 días del año, las 24 horas del día #LaRadioDeHoy;27/8/2009;3559;3240;18;FALSE;27/8/2009;#QueNoSeTePase El gran evento para celebrar el Día del niño y niña es hoy en Cuautitlán Izcalli ¡No faltes! @GobIzcalli @KarlaFiesco;Twitter for iPhone;FALSE;
𝕮 𝖔 𝖕 𝖕 𝖘 ';Izcalliwood;|XX+| ♍︎ | Bellakita de profesión, dogtora por ambición ⚕✨ | Homo, pero no mucho 🏳️‍🌈;12/7/2010;1313;589;2;FALSE;12/7/2010;Que ganas de estar en Tepito tragando mierda y no en Cuautitlán 🙃;Twitter for Android;FALSE;
GRUPO CULTURA ADICTIVA;Cuautitlán, México;Proyecto Radio TVHost. Indi.Entrevistas #músicaEnVivo #gaymer #Arte #siguemeytesigoツ #CulturaADX #cultura #GrupoCulturaAdictivaRadioTv #Listen2maRadio #Zenofm;23/10/2020;742;3194;0;FALSE;23/10/2020;#RadioCulturaAdictiva en Cuautitlán Izcalli;Instagram;FALSE;
Arturo Del Morral 💤;Las Vegas, NV;Cuenta afiliada al gobierno Ruso 💻 Doctor paracetamolero y grillero 💉💉 #somosfuturo #izcalli;19/1/2022;161;310;0;FALSE;19/1/2022;La pendeja @karlafiesco ya haciendo campaña al putito del gordolfo gelatino de Huixquilucan ... #izcalli RT @iRodrigoMG: #CuautitlanIzcalli sumido en la violencia, inseguridad, falta de agua, etc. Y nuestra flamante alcaldesa @KarlaFiesco en eventos partidistas para el 2023. Pobre de nuestro municipio, se viene una deuda histórica para la campaña de su candidato @EnriqueVargasdV.;Twitter for Android;FALSE;
PeriódicoAQUIᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠ;Cuautitlán Izcalli, México;Conoce todos servicios que publicamos en AQUI CUAUTITLÁN IZCALLI, con 32 años de vida y un alcance desde Tepotzotlán hasta Naucalpan.;27/5/2010;6819;6299;17;FALSE;27/5/2010;¡QUE TODOS CONOZCAN TU NEGOCIO O SERVICIO! #Anúnciate en AQUI CUAUTITLÁN IZCALLI #RevistaDigital y #RedesSociales ¡5 SEMANAS POR EL PRECIO DE 3! Alcance desde #Naucalpan hasta #Tepotzotlán Info: 555871-1287 o  #AQUICUAUTITLÁNIZCALLI;Postcron App;FALSE;
UN1ÓN Edomex;;;2/11/2016;237;332;3;FALSE;2/11/2016;#Buenosdías!!! #BuenViernes @GobIzcalli Convocatoria Policía Municipal Cuautitlán Izcalli 2022. Chécala;TweetDeck;FALSE;
Ejidal San Isidro;Cuautitlán Izcalli, México;#PresaElÁngulo #PlanDeGuadalupe2 #EjidalSanIsidro #VillasDelSol #LosPajaros #AmpliaciónEjidalSanIsidro #Antares #Gaviotas #Mariposas #Huertas #izcalli;2/5/2019;561;758;4;FALSE;2/5/2019;#DenunciaCiudadana Vecinos de la Piedad, ayer lograron detener al sujeto que amarro a la defensa de su automóvil y arrastró al canino por varios metros hasta quitarle la vida. El presunto agresor fue puesto a disposición. #Edomex #Izcalli;Twitter Web App;FALSE;
FES CUAUTITLÁN UNAM;Cuautitlán, Estado de México.;Educación, investigación, cultura y deporte. Facultad de Estudios Superiores Cuautitlán FESC-UNAM. Cuenta oficial.;25/8/2011;10015;343;47;FALSE;25/8/2011;17º Congreso Científico Tecnológico de las carreras de Ingeniería (IME, Industrial e ITSE). 🗓️ Del 5 al 9 de septiembre de 2022 🖱️ Visita:;Twitter Web App;TRUE;
Punto Medio;Cuautitlán Izcalli;Punto Medio te informa de manera seria y profesional sobre las noticias más relevantes ocurridas en Cuautitlán Izcalli. Búscanos en puestos de periódicos.;1/7/2010;8920;3041;38;FALSE;1/7/2010;🍯Venta de #MIEL de abeja pura, traída desde Yucatán. 🐝 Haz tu pedido y recíbela en tu casa, en los municipios de Cuautitlán #Izcalli y #Atizapán. Frascos 700 gramos $130 Frascos 1 kilo $160 Cubeta 7 kilos $950 Cubeta 14 kilos $1,900 Cubeta 28 kilos $2,950 🤳 55 1797 0833;Twitter for Android;FALSE;
Punto Medio;Cuautitlán Izcalli;Punto Medio te informa de manera seria y profesional sobre las noticias más relevantes ocurridas en Cuautitlán Izcalli. Búscanos en puestos de periódicos.;1/7/2010;8920;3041;38;FALSE;1/7/2010;"👮🏻‍♀️🚨🚓 Inseguridad en Cuautitlán #Izcalli, percepción vs. realidad; así va. 🙋🏻‍♂️✍🏼📰 David Nieblas escribe ""Tinta Suelta"", su columna semanal en #PuntoMedio. 🤳Lee la columna completa ⬇️";Twitter for Android;FALSE;
Omar Tapia Informa;;;18/3/2016;713;69;2;FALSE;18/3/2016;Muchas FELICIDADES a todos los NIÑOS y al menos en #Izcalli tanto el gobierno municipal como algunas Asociaciones Civiles y autoridades auxiliares harán distintos festejos, todos todavía con las medidas SANITARIAS correspondientes. AQUÍ mi COLUMNA de este VIERNES 29 de abril!!!;Twitter for iPhone;FALSE;
alex montes de oca;Toluca Estado de México;Trabajando por un México mejor;28/9/2010;529;459;4;FALSE;28/9/2010;Participo en la Mesa de Coordinación para la Construcción de la Paz en la #RegiónVII #Izcalli. Juntos por mejores resultados!;Twitter for iPhone;FALSE;
SiiLA.mx;México;Soluciones en la nube que proveen información, análisis e inteligencia del mercado inmobiliario comercial en LATAM.;19/8/2015;539;956;9;FALSE;19/8/2015;En el marco del Día de la Tierra, @NestleMX, @ProcterGamble y @WalmartMexico y Centroamérica inauguraron un Centro de Reciclaje en la tienda Walmart Supercenter ubicada en Santa Elena, Cuautitlán, Estado de México. Informa @ARetail Leer más 👉🏼;Twitter Web App;TRUE;
Punto Medio;Cuautitlán Izcalli;Punto Medio te informa de manera seria y profesional sobre las noticias más relevantes ocurridas en Cuautitlán Izcalli. Búscanos en puestos de periódicos.;1/7/2010;8920;3040;38;FALSE;1/7/2010;"📰🌞🤳 ¡Buenos días! Les compartimos nuestra edición impresa de este viernes, ya en circulación y en puestos de periódicos. 👊🏼 En #Izcalli estamos avanzando, a pesar de adversidades: Karla Fiesco García 👮🏻‍♀️Inseguridad #izcallense, ""percepción"" vs realidad.";Twitter for Android;FALSE;
FES CUAUTITLÁN UNAM;Cuautitlán, Estado de México.;Educación, investigación, cultura y deporte. Facultad de Estudios Superiores Cuautitlán FESC-UNAM. Cuenta oficial.;25/8/2011;10015;343;47;FALSE;25/8/2011;Foro de Bioquímica Digital 🗓️ Del 23 al 27 de mayo de 2022 💻 Transmisión vía ZOOM 🖱️ Visita:;Twitter Web App;FALSE;
Énfasis Comunica;Cuautitlán Izcalli;Medio de comunicación, prensa, radio http://enfasiscomunicaciones.com;1/11/2010;3063;1991;37;FALSE;1/11/2010;Ya inició la Segunda Macro-Jornada de Apoyo por la Audición en el Auditorio Enrique Batiz #Izcalli @PacoRojasDip;Twitter for iPhone;FALSE;
PeriódicoAQUIᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠ;Cuautitlán Izcalli, México;Conoce todos servicios que publicamos en AQUI CUAUTITLÁN IZCALLI, con 32 años de vida y un alcance desde Tepotzotlán hasta Naucalpan.;27/5/2010;6819;6299;17;FALSE;27/5/2010;AQUI CUAUTITLÁN IZCALLI #RevistaDigital #Publicidad en #Internet con difusión en #RedesSociales . ¡Dale a tu #Negocio la #Difusión que necesita! Consúltanos desde tu #Computadora, #Tablet o #Celular en:  #AQUICUAUTITLÁNIZCALLI;Postcron App;FALSE;
Blastor_Oficial;;BLASTOR un mc y representante del hip hop méxicano,quien en sus letras plasma tematicas sociales y personales.;4/10/2011;579;88;1;FALSE;4/10/2011;BLASTOR - ME SIENTO BIEN (VIDEO OFICIAL)  vía @YouTube #Rap #HipHop #FukoPop #EsElBlas #Izcalli;Twitter for iPhone;FALSE;
Izcaheroes 🇲🇽;Cuautitlán Izcalli, México;Cuenta ciudadana dé denuncias, Creadores de la campaña #VecinoResponsable en Izcalli, desde 2018 dejamos de representar a la colonia Niños Héroes.;6/10/2012;6815;6052;52;FALSE;6/10/2012;Pero @KarlaFiesco ya en pre campaña con @EnriqueVargasdV mientras Cuautitlán Izcalli se cae a pedazos. #edomex #izcalli RT @AndreaM04223026: @KarlaFiesco ¡Ponte a trabajar! Y deja de andar en tus eventos sociales partidistas. Da miedo andar en #izcalli... Tus policías son los primeros en delinquir.;Twitter for Android;TRUE;
Periódico de Izcalli;Cuautitlán Izcalli;Nos posicionamos como un periódico confiable y efectivo entre nuestros lectores, manteniéndonos como el medio informativo líder de opinión en #CuautitlánIzcalli;21/12/2009;12323;297;43;FALSE;21/12/2009;"🚨⚠️ Reportan fuga de agua en Avenida Torre Omega, de la colonia Santa María Guadalupe Las Torres #Izcalli; piden vecinos a Operagua Izcalli reparar para evitar más desperdicio.";Twitter for Android;TRUE;
AD Noticias;Toluca, México;Bienvenidos a AD Noticias, un espacio dedicado a las noticias del #Edomex ¿Quieres hacer una denuncia? http://adnoticias.mx/contacto/;23/10/2009;19913;3249;197;FALSE;23/10/2009;Las Tinajas es una de las colonias más marginadas de #CuatitlánIzcalli, una realidad compartida por cientos de comunidades en el #Edomex . Lee más en el siguiente enlace;Twitter Web App;TRUE;
Diario Imagen;México;Diario Imagen online;7/6/2010;1594;88;60;FALSE;7/6/2010;Gobierno de Cuautitlán Izcalli y Devlyn suman esfuerzos en favor de las familias más vulnerables | .::Diario Imagen On Line::.;Hootsuite Inc.;FALSE;
Felix Perez;;real quiero salir de la rutina;17/1/2021;24;1343;0;FALSE;17/1/2021;Buen día soy chico de 31 años con ganas de coger soy de tultitlan pero puedo ir a Tlalnepantla Izcalli del valle Cuautitlán Coacalco;Twitter for Android;FALSE;
_LaAlameda;México;Los desaparecidos no son banderas raídas ni miradas difusas ni sonrisas fallidas. Historias bordadas en las venas. No son botín.;30/10/2012;26567;25751;189;FALSE;30/10/2012;#TeBuscamos Rubí Guadalupe Esguerra Godínez, 17 años, 18/3/20 #Cuautitlán #Edomex @Yv_undervolcano 018008902940;Twitter Web App;TRUE;
𝕸𝖔𝖓𝖐 𝗘𝗦𝗗𝗕;Infona Norte ;Beatmaker//Tecladista//Ingeniero En Audio//Arreglista//Compositor//Productor Musical//MC// Cantante//Proxeneta// https://linktr.ee/monkesdb;2/2/2010;371;170;10;FALSE;2/2/2010;I'm at Infonavit Norte 1a seccion in Cuautitlan Izcalli, México;Foursquare;FALSE;
Circuito.Mx;Estado de México;Autopista que conecta a 19 municipios del Edomex. Auxilio vial las 24 hrs al *ACEM (*2236) Atención al Cliente 1328-1236 Lunes a Viernes de 09:00 a 19:00 hrs.;17/8/2012;33561;112;163;FALSE;17/8/2012;#AvisoCEM 02:37 Se disipa lluvia en los municipios de Tultepec, Tultitlan , Cuautitlán Izcalli, Ecatepec, Nezahualcóyotl, Texcoco y Chimalhuacán. Maneje con precaución pavimento mojado.;Twitter Web App;FALSE;
Dan GM;;Las personas cambian o mueren antes de cambiar.;4/6/2020;37;207;0;FALSE;4/6/2020;Izcalli F.C por siempre ❤️;Twitter for Android;FALSE;
Mamá por primera vez;México;Nos enfocamos en la transformación y el crecimiento personal que estás viviendo como Mamá por primera vez. TU BEBÉ ES Y SERÁ TU MEJOR MAESTRO;2/9/2014;1690;1376;25;FALSE;2/9/2014;¡Prepárate! Rumbo al hospital, lo ideal es llevar 2 maletas. Clínicas Reina Madre Sucursales Satélite, Tlalnepantla y Cuautitlán.  #Embarazo #Ginecología #Parto #pediatría;Twitter for iPhone;FALSE;
_LaAlameda;México;Los desaparecidos no son banderas raídas ni miradas difusas ni sonrisas fallidas. Historias bordadas en las venas. No son botín.;30/10/2012;26566;25751;189;FALSE;30/10/2012;#TeBuscamos David García Jaramillo, 2 años 3/7/16 #Cuautitlán #Edomex #911;LaAlameda-Central;FALSE;
FernandoCruz;;“la lealtad es un camino de ida y vuelta, si yo la quiero de ti, entonces tú la tendrás de mi”;28/6/2009;3502;3558;32;FALSE;28/6/2009;‼️INTENTAN ASALTAR A ESTUDIANTE Y HUYE EN #CUAUTITLAN‼️ imparable la inseguridad en el municipio de @AyytoCuautitlan #Edomex. En avenida San Carlos Santa Elena dos sujetos en motocicleta intentaron asaltar a un estudiante que caminaba por esa calle, espantado el menor huyó.;Twitter for iPhone;FALSE;
La Silla Rota;México, Distrito Federal;Información y análisis con perspectiva independiente sobre política y la esfera pública. 📩 tushistorias@lasillarota.com 📲 http://facebook.com/LaSillaRota/;5/6/2010;462221;3696;3656;TRUE;5/6/2010;"""Robos han sido nuestro talón de Aquiles, lo asumimos"": alcaldesa de Cuautitlán Izcalli";Twitter Web App;FALSE;
Peinburo :);Hermosillo,Sonora,Mexico;Trabajo y a veces hago cosas que me gustan ///always dreaming;31/10/2009;197;237;0;FALSE;31/10/2009;Hoy me estaban dando una clase sobre el “Hoy no circula” con la cumbia de Cuautitlán Izcalli de fondo;Twitter for iPhone;FALSE;
Josias Vinsmoke;;Actuario - FES Acatlán - UNAM En este perfil se habla de finanzas, anime, apuestas deportivas y todo lo que se me ocurra. Opiniones personales;30/4/2010;428;478;2;FALSE;30/4/2010;¿Que vale más? ¿Un funko de Vegeta o un depa en Cuautitlán Izcalli? 😨;Twitter for iPhone;FALSE;
Operagua Izcalli O.P.D.M.;Cuautitlán Izcalli, México;Organismo de Agua Potable, Alcantarillado y Saneamiento de Cuautitlán Izcalli, Estado de México;30/12/2015;6479;78;21;FALSE;30/12/2015;Falta 1 día para poder divertirnos en la #CiudadFuturo. Este 29 y 30 de abril, festejaremos a los más pequeños de la casa. Habrá muchas sorpresas y diversas actividades en las que se podrán divertir en familia. No falten y festejemos en grande al futuro de Cuautitlán Izcalli;Twitter for iPhone;FALSE;
Visión Urbana;Valle de México;Información y Noticias del Valle de México. Síguenos en Facebook https://www.facebook.com/VisionUrbanaMX;28/5/2010;5793;5866;41;FALSE;28/5/2010;"Cuautitlán #Izcalli Niñas y niños izcallenses serán los protagonistas el día de mañana en el evento ""Ciudad Futuro"" en la explanada municipal. Asiste con todas las medidas sanitarias. @GobIzcalli @KarlaFiesco";TweetDeck;FALSE;
Circuito.Mx;Estado de México;Autopista que conecta a 19 municipios del Edomex. Auxilio vial las 24 hrs al *ACEM (*2236) Atención al Cliente 1328-1236 Lunes a Viernes de 09:00 a 19:00 hrs.;17/8/2012;33561;112;163;FALSE;17/8/2012;#AvisoCEM 22:31 Presencia de lluvia en los municipios de Tultepec, Tultitlan , Cuautitlán Izcalli, Ecatepec, Nezahualcóyotl, Texcoco y Chimalhuacán. Maneje con precaución, pavimento mojado. Respete los señalamientos.;Twitter Web App;FALSE;
La Silla Rota;México, Distrito Federal;Información y análisis con perspectiva independiente sobre política y la esfera pública. 📩 tushistorias@lasillarota.com 📲 http://facebook.com/LaSillaRota/;5/6/2010;462221;3696;3656;TRUE;5/6/2010;En los tres meses que lleva al frente del gobierno de Cuautitlán Izcalli, Karla Fiesco ha realizado una reingeniería administrativa en la administración.;TweetDeck;TRUE;
Igualdad De Género de Metepec;;;17/1/2022;72;42;0;FALSE;17/1/2022;La Dirección de Igualdad de Género a través del Departamento Psicológico brindó una plática de sensibilización sobre la importancia de disminuir todos los tipos de violencia de género a en el ámbito familiar en la Delegación de Izcalli Cuauhtémoc V.;Twitter for iPhone;FALSE;
El Briz 👁‍🗨;Alguna parte del mundo ;21 🇲🇽/Comunicólogo en proceso 📷/ Radiologo ☢️/ DJ/Producer🎛. IG: @brizcocho;17/10/2019;58;189;0;FALSE;17/10/2019;Wey, él pana que hice en Cancún que es de aquí de izcalli me sigue invitando a jugar póker con sus amigos :,) lo malo es que no he podido pero ya quedamos que el próximo mes si seguro;Twitter for iPhone;FALSE;
"Centro Naturista ""La Moringa""";Fresno No. 11, Fracc. San Juan;Nutrición Natural para prevenir, tratar y reparar la salud, aprovechando la fuerza de la naturaleza humana para su auto curación.;14/1/2021;10;19;0;FALSE;14/1/2021;La TOS en los NIÑOS ✅Consultar a tu médico 🏥 ☎ Citas al 55 24 76 22 25 #hoy #remediosnaturales #naturaleza #vitaminaE #tos #mujeres #vidasaludable #medicinaalternativa #covid #Tips #edomex #México #cuautitlan;Twitter Web App;FALSE;
𝖒𝖊𝖎𝖔;;Niña 🦀 desde Julio del 99. 📍México. 🌙 girl;25/11/2012;119;141;0;FALSE;25/11/2012;Estoy empezando a amar satélite y Mixcoac como amo izcalli.;Twitter for iPhone;FALSE;
LuisEnrique;MEXICO;·ᴉʇ әp oqᴉɔәɹ әnb ol' ᴉɯ әp ɐɹәdsә · ɹopɐṵos lә әɹәnɯ ᴉs uәɹәnɯ olos soṵәns sol;1/10/2009;3985;4407;43;FALSE;1/10/2009;Fuerte tormenta eléctrica en el Valle de Cuautitlan Edomex @SkyAlertStorm;Twitter for iPhone;FALSE;
LuisEnrique;MEXICO;·ᴉʇ әp oqᴉɔәɹ әnb ol' ᴉɯ әp ɐɹәdsә · ɹopɐṵos lә әɹәnɯ ᴉs uәɹәnɯ olos soṵәns sol;1/10/2009;3985;4407;43;FALSE;1/10/2009;Llueve fuerte en el Valle de Cuautitlan @SkyAlertStorm;Twitter for iPhone;FALSE;
TvMex;México;Canal Digital que produce contenido informativo, de orientación y entretenimiento. #LaTvDeHoy;26/11/2013;1385;1979;10;FALSE;26/11/2013;#TvMexNoticias DIF Cuautitlán Izcalli y fundación #Devlyn firman convenio de colaboración @GobIzcalli @jessornot @KarlaFiesco;Twitter for iPhone;TRUE;
TvMex;México;Canal Digital que produce contenido informativo, de orientación y entretenimiento. #LaTvDeHoy;26/11/2013;1385;1979;10;FALSE;26/11/2013;#TvMexNoticias Presenta Aldo Ledezma su informe de los 100 días de gobierno en #Cuautitlán (P2) @AyytoCuautitlan;Twitter for iPhone;TRUE;
TvMex;México;Canal Digital que produce contenido informativo, de orientación y entretenimiento. #LaTvDeHoy;26/11/2013;1385;1979;10;FALSE;26/11/2013;#TvMexNoticias Presenta Aldo Ledezma su informe de los 100 días de gobierno en #Cuautitlán (P1) @AyytoCuautitlan;Twitter for iPhone;TRUE;
Val;;Soy el peor en lo que hago mejor.;12/5/2019;139;127;0;FALSE;12/5/2019;Mejor siempre sí me enamoro de alguien de Izcalli;Twitter for iPhone;FALSE;
Karla Fiasco;Chipitongo el alto.;...La presidenta municipal..... Karla María Nicolasa Fiasco para servirle a Dios y Axel García.;18/1/2022;331;502;1;FALSE;18/1/2022;Mañana les informaré cuántas colonias ya barri y cuántas escobas llevo. #izcalli RT @EnfasisComunica: No te pierdas este viernes 29 de abril, en punto de las 3:00pm, la entrevista a la alcaldesa de #Izcalli @KarlaFiesco quien nos comparte el trabajo realizado por el @GobIzcalli en sus primeros 100 de gobierno. #HaciendoÉnfasis #LaFuerzaDeLaExpresión #Izcalli;Twitter for Android;FALSE;
Énfasis Comunica;Cuautitlán Izcalli;Medio de comunicación, prensa, radio http://enfasiscomunicaciones.com;1/11/2010;3063;1991;37;FALSE;1/11/2010;No te pierdas este viernes 29 de abril, en punto de las 3:00pm, la entrevista a la alcaldesa de #Izcalli @KarlaFiesco quien nos comparte el trabajo realizado por el @GobIzcalli en sus primeros 100 de gobierno. #HaciendoÉnfasis #LaFuerzaDeLaExpresión #Izcalli;Twitter for iPhone;FALSE;
Zona Cero Noticias Edoméx;Estado de México;Portal web con las noticias y los hechos más relevantes ocurridos en el norte del Estado de México.;28/1/2013;12262;445;63;FALSE;28/1/2013;#ZCN | La próxima semana se instalará el módulo de licencias en #Izcalli. Estará del 2 al 4 de mayo en la Explanada Municipal y del 5 al 6 en el estacionamiento de OPERAGUA. Mayor información en el siguiente link:;Twitter for Android;FALSE;
NDP Noticias;Atizapán de Zaragoza, México;;28/3/2017;1628;1862;4;FALSE;28/3/2017;El presidente Municipal de #Cuautitlán, @ledezma_aldo y la presidenta del Sistema DIF Brenda Aguilar Zamora, acompañaron a la secretaria de Desarrollo Social estatal @AlejandraDMV durante la entrega de apoyos.;Twitter for iPhone;FALSE;
Century 21 Garantía;Cuautitlán Izcalli, México;Century21 Garantia 🏠 Servicio profesional inmobiliario. 📞(55) 5881 8103 ✉;21/9/2010;358;148;2;FALSE;21/9/2010;¡𝙏𝙪 𝙥𝙧𝙤𝙥𝙞𝙚𝙙𝙖𝙙 𝙚𝙣 𝙢𝙖𝙣𝙤𝙨 𝙙𝙚 𝙚𝙭𝙥𝙚𝙧𝙩𝙤𝙨❗ Nuestros servicios son personalizados, acércate a nuestros asesores tenemos un plan a tu medida 🤩 🏡 👩‍💻 👉  #Inmobiliaria #Century21 ##BienesRaíces;Metricool;FALSE;
Capital EdoMex;Estado de México;Información relevante de lo que sucede en el Estado de México, a nivel nacional y en el mundo.;24/9/2010;22293;17216;178;FALSE;24/9/2010;"“Hoy es tiempo de trabajar para cada uno de los cuautitlenses a través de la ejecución de obras de mejoramiento"": Aldo Ledezma";TweetDeck;FALSE;
Karla Fiasco;Chipitongo el alto.;...La presidenta municipal..... Karla María Nicolasa Fiasco para servirle a Dios y Axel García.;18/1/2022;331;502;1;FALSE;18/1/2022;Les conparto que seguinos avanzando para que nuestros puercos cuenten con las herramientas necesarias, les puse unas pantallas para qué vean sus programas favoritos y se me relajen un poco antes de salir a extorsionar a la pista. #SomosFuturo #izcalli;Twitter for Android;FALSE;
𝕀𝕓𝕚𝕤𝕤𝕞𝕒𝕣 𝕄𝕒𝕘𝕒ñ𝕒 𝕊á𝕟𝕔𝕙𝕖𝕫;Cuautitlan Izcalli;Militante Del Partido Acción Nacional en Cuautitlán Izcalli .;8/8/2018;32;206;0;FALSE;8/8/2018;Feliz Cumpleaños!! @YareniTrejo , 7ma Regidora del Municipio de Cuautitlán Izcalli, compañera militante, que en este día tan especial Dios te bendiga y que en la vida siempre encuentres razones para sonreír y dar gracias.;Twitter for iPhone;FALSE;
Izcaheroes 🇲🇽;Cuautitlán Izcalli, México;Cuenta ciudadana dé denuncias, Creadores de la campaña #VecinoResponsable en Izcalli, desde 2018 dejamos de representar a la colonia Niños Héroes.;6/10/2012;6814;6052;52;FALSE;6/10/2012;Cómo siempre la @SPublicaIzcalli con prepotencia. pero qué tal los shows de circo qué organiza @KarlaFiesco con la policía para limpiar su mala fama! #izcalli #somosfuturo #edomex RT @Ej_SanIsidro: #DenunciaCiudadana Hace unas horas en el Sabino y la Capilla, policías municipales arremetieron en nuestra comunidad entraron con violencia golpearon a los vecinos mientras se los llevaban. #Izcalli #Edomex;Twitter for Android;TRUE;
Entretanto Mx;Cuautitlán Izcalli, México;Somos un medio de comunicación independiente, comprometido con llevar la información más relevante a través de las plataformas digitales más importantes.;12/7/2016;915;396;7;FALSE;12/7/2016;JORNADAS VISUALES EN CUAUTITLÁN IZCALLI;WordPress.com;FALSE;
Loki Del Rivero;México;"Mexican by birth English by choice, cheerful, brilliant, and metalhead to the core, writer, musician, radio host and more ;)";11/9/2009;147;181;0;FALSE;11/9/2009;#DraftEnTUDN @pepesegarra @adevaldes @EnriqueBurak Saludos amigos! Irán los Giants por un QB despues de rechazar la opción de quinto año de DJ? Abrazo desde Cuautitlan Izcalli !;Twitter for iPad;FALSE;
Brenda Aguilar;;Presidenta Honoraria del Sistema Municipal para el Desarrollo Integral de la Familia de Cuautitlán.;21/9/2015;6911;789;10;FALSE;21/9/2015;De manos de @fercastillodm nuestra Presidenta Honoraria del @DIFEM_ recibí un vale de juguetes para el #DiaDelaNiñayDelNiño en Cuautitlán 👧🏻👦🏻 Además tuve la oportunidad conocer y convivir con las Presidentas y Presidentes de los demás municipios. 🙋🏻‍♀️ #125LatidosUnSoloCorazon;Twitter for iPhone;TRUE;
Periódico de Izcalli;Cuautitlán Izcalli;Nos posicionamos como un periódico confiable y efectivo entre nuestros lectores, manteniéndonos como el medio informativo líder de opinión en #CuautitlánIzcalli;21/12/2009;12320;297;43;FALSE;21/12/2009;#EntreLíneas Simuló gobierno anterior proyecto de recuperación de la Laguna de la Piedad #Izcalli Información completa 👇;Twitter Web App;FALSE;
Gobierno Municipal de Cuautitlán Izcalli;;Twitter oficial | Ayuntamiento de Cuautitlán Izcalli | 2022-2024. https://cuautitlanizcalli.gob.mx/wp-content/uploads/pdf/003_COMUNICACION-SOCIAL.pdf;23/10/2020;7079;34;29;FALSE;23/10/2020;Se realizó la XL Sesión Ordinaria del Consejo de Vinculación del Tecnológico de Estudios Superiores de Cuautitlán Izcalli (TESCI). Trabajamos en beneficio de las y los jóvenes izcallenses. #SomosFuturo;Twitter for iPhone;FALSE;
Sunnyside ☀️;;S.C.C☼G.R.O♡ God is my guide ✞♡ IG: sunnycoss;2/5/2011;399;378;1;FALSE;2/5/2011;Cuatitlan Izcalli es una asquerosidad 🤢 pinché gente puerca;Twitter for iPhone;FALSE;
Los Viejos;mexico df;Mexico City sk8 thrash punk band. Contacto: viejoshuelen@gmail.com;20/4/2011;11157;1031;54;FALSE;20/4/2011;Sábado 30 IZCALLI en #shamrock;Twitter for Android;FALSE;
Énfasis Comunica;Cuautitlán Izcalli;Medio de comunicación, prensa, radio http://enfasiscomunicaciones.com;1/11/2010;3063;1991;37;FALSE;1/11/2010;El presidente municipal de Cuautitlán, Aldo Ledezma, presentó su informe de 100 días de su gobierno. Lee la nota completa aquí:;Twitter for Android;FALSE;
Ejidal San Isidro;Cuautitlán Izcalli, México;#PresaElÁngulo #PlanDeGuadalupe2 #EjidalSanIsidro #VillasDelSol #LosPajaros #AmpliaciónEjidalSanIsidro #Antares #Gaviotas #Mariposas #Huertas #izcalli;2/5/2019;560;758;4;FALSE;2/5/2019;#DenunciaCiudadana Hace unas horas en el Sabino y la Capilla, policías municipales arremetieron en nuestra comunidad entraron con violencia golpearon a los vecinos mientras se los llevaban. #Izcalli #Edomex;Twitter for Android;FALSE;
IncluDIZ;Estado de México;Trabajamos a favor de las personas con discapacidad a través de la incidencia en políticas públicas y acciones de impacto social. #PersonasPrimero;28/4/2015;447;69;5;FALSE;28/4/2015;Hablar y ser escuchados fue el primer paso. Nati y Estefi, nuestras voceras, participaron en la sesión de cabildo abierto de C. #Izcalli. Trabajar en equipo, sociedad y gobierno, nos llevará a lograr la #inclusión de las PcD. #PersonasPrimero;Twitter Web App;FALSE;
Zona Cero Noticias Edoméx;Estado de México;Portal web con las noticias y los hechos más relevantes ocurridos en el norte del Estado de México.;28/1/2013;12258;445;63;FALSE;28/1/2013;#ZCN | Mañana viernes 29 de abril podrás asistir a las canchas de la calle Bosques de Bohemia, en la colonia Bosques de Lago de Cuautitlán Izcalli, donde podrán aplicarte la vacuna contra Covid-19, solamente mayores de 18 años.;Twitter for Android;FALSE;
